site_event_id,event_id,Year,event_name,division,Tier,Player,PDGA,player_rating,tournament_total_strokes,Total,Place,Wins,Top 3s,Top 10s,Top 20s,Aces,Albatrosses,Eagles,Birdies,Pars,Bogeys+,TotalPoints,MajorMultiplierUsed,Rounds,HolesCounted
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Jacob Courtis,56511,1009,67,8,T95,0,0,0,0,0,0,0,10,8,13,-3.0,1.0,2,31
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Owen McCall,120343,991,66,8,T95,0,0,0,0,0,0,0,1,21,8,-7.0,1.0,2,30
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Ryan Hahn,135358,987,65,8,T95,0,0,0,0,0,0,0,3,17,9,-6.0,1.0,2,29
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Alan Vazquez,198236,992,66,9,T100,0,0,0,0,0,0,0,4,15,12,-8.0,1.0,2,31
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Eli Swansen,128050,994,66,9,T100,0,0,0,0,0,0,0,4,18,8,-4.0,1.0,2,30
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Elijah Rider Brandt,143853,1006,69,9,T100,0,0,0,0,0,0,0,3,23,8,-5.0,1.0,2,34
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Zachary Nash,101197,1031,133,9,T100,0,0,0,0,0,0,0,6,19,11,-5.0,1.0,2,36
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Ezra Robinson,50671,1041,134,10,T104,0,0,0,0,0,0,0,10,14,12,-2.0,1.0,2,36
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Tom Shanley,77274,984,65,10,T104,0,0,0,0,0,0,0,5,11,13,-8.0,1.0,2,29
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Hunter Embler,146950,979,67,12,106,0,0,0,0,0,0,0,3,18,13,-10.0,1.0,2,34
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Luke Humphries,69424,1012,140,16,107,0,0,0,0,0,0,0,4,15,17,-13.0,1.0,2,36
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Ben Holding,174343,976,143,19,108,0,0,0,0,0,0,0,3,19,14,-11.0,1.0,2,36
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Noah Fiveash,99153,966,147,23,109,0,0,0,0,0,0,0,4,14,18,-14.0,1.0,2,36
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Colby Schefers,174519,974,148,24,110,0,0,0,0,0,0,0,3,13,20,-17.0,1.0,2,36
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Alex Berg,65488,986,150,26,111,0,0,0,0,0,0,0,3,15,18,-15.0,1.0,2,36
qcc,96403,2026,Queen City Classic presented by Another Round,MPO,Disc Golf Pro Tour,Justin Rosak,98161,1003,999,,112,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2,0
